,2009 WIC Participants,2011 WIC Participants,2012 WIC Participants,2013 WIC Participants,2014 WIC Participants,2015 WIC Participants,2009 National Lunch School Program Participants,2011 National Lunch School Program Participants,2012 National Lunch School Program Participants,2013 National Lunch School Program Participants,2014 National Lunch School Program Participants,2015 National Lunch School Program Participants,2009 School Breakfast Program Participants,2011 School Breakfast Program Participants,2012 School Breakfast Program Participants,2013 School Breakfast Program Participants,2014 School Breakfast Program Participants,2015 School Breakfast Program Participants,2009 Child and Adult Care Participants,2011 Child and Adult Care Participants,2012 Child and Adult Care Participants,2013 Child and Adult Care Participants,2014 Child and Adult Care Participants,2015 Child and Adult Care Participants,2009 Summer Food Participants,2011 Summer Food Participants,2012 Summer Food Participants,2013 Summer Food Participants,2014 Summer Food Participants,2015 Summer Food Participants,2009 State Population,2010 State Population,2011 State Population,2012 State Population,2013 State Population,2014 State Population,2015 State Population,2016 State Population,%Pop WIC Participants 2009,%Pop WIC Participants 2011,%Pop WIC Participants 2012,%Pop WIC Participants 2013,%Pop WIC Participants 2014,%Pop WIC Participants 2015,%Pop National School Lunch Program Participants 2009,%Pop National School Lunch Program Participants 2011,%Pop National School Lunch Program Participants 2012,%Pop National School Lunch Program Participants 2013,%Pop National School Lunch Program Participants 2014,%Pop National School Lunch Program Participants 2015,%Pop School Breakfast Program Participants 2009,%Pop School Breakfast Program Participants 2011,%Pop School Breakfast Program Participants 2012,%Pop School Breakfast Program Participants 2013,%Pop School Breakfast Program Participants 2014,%Pop School Breakfast Program Participants 2015,%Pop Child and Adult Care Participants 2009,%Pop Child and Adult Care Participants 2011,%Pop Child and Adult Care Participants 2012,%Pop Child and Adult Care Participants 2013,%Pop Child and Adult Care Participants 2014,%Pop Child and Adult Care Participants 2015,%Pop Summer Food Participants 2009,%Pop Summer Food Participants 2011,%Pop Summer Food Participants 2012,%Pop Summer Food Participants 2013,%Pop Summer Food Participants 2014,%Pop Summer Food Participants 2015,Population Low Access to Stores 2010,Population Low Access to Stores 2015,%Chg Population Low Access to Stores 2010 to 2015,%Pop Low Access to Stores 2010,%Pop Low Access to Stores 2015,Low Income & Low Access to Stores 2010,Low Income & Low Access to Stores 2015,%Chg Low Income & Low Access to Stores 2010 to 2015,%Pop Low Income & Low Access to Stores 2010,%Pop Low Income & Low Access to Stores 2015,Households No Car & Low Access to Stores 2010,Households No Car & Low Access to Stores 2015,%Chg Households No Car & Low Access to Stores 2010 to 2015,%Pop Households No Car & Low Access to Stores 2010,%Pop Households No Car & Low Access to Stores 2015,Children Low Access to Stores 2010,Children Low Access to Stores 2015,%Chg Children Low Access to Stores 2010 to 2015,%Pop Children Low Access to Stores 2010,%Pop Children Low Access to Stores 2015,Seniors Low Access to Stores 2010,Seniors Low Access to Stores 2015,%Chg Seniors Low Access to Stores 2010 to 2015,%Pop Seniors Low Access to Stores 2010,%Pop Seniors Low Access to Stores 2015,Grocery Stores 2009,Grocery Stores 2014,%Chg Grocery Stores 2009 to 2014,"Grocery Stores 2009 per 1,000/pop","Grocery Stores 2014 per 1,000/pop",Supercenters & Club Stores 2009,Supercenters & Club Stores 2014,%Chg Supercenters & Club Stores 2009 to 2014,"Supercenters & Club Stores 2009 per 1,000/pop","Supercenters & Club Stores 2014 per 1,000/pop",Convenience Stores 2009,Convenience Stores 2014,%Chg Convenience Stores 2009 to 2014,"Convenience Stores 2009 per 1,000/pop","Convenience Stores 2014 per 1,000/pop",Specialized Food Stores 2009,Specialized Food Stores 2014,%Chg Specialized Food Stores 2009 to 2014,"Specialized Food Stores 2009 per 1,000/pop","Specilaized Food Stores 2014 per 1,000/pop",SNAP Authorized Stores 2012,SNAP Authorized Stores 2016,%Chg SNAP Authorized Stores 2009 to 2014,"SNAP Authorized Stores 2012 per 1,000/pop","SNAP Authorized Stores 2016 per 1,000/pop",WIC Authorized Stores 2008,WIC Authorized Stores 2012,%Chg WIC Authorized Stores 2009 to 2014,"WIC Authorized Stores 2008 per 1,000/pop","WIC Authorized Stores 2012 per 1,000/pop",Fast-food Restaurants 2009,Fast-food Restaurants 2014,%Chg Fast-food Restaurants 2009 to 2014,"Fast-food Restaurants 2009 per 1,000/pop","Fast-food Restaurants 2014 per 1,000/pop",Full-service Restaurants 2009,Full-service Restaurants 2014,%Chg Full-service Restaurants 2009 to 2014,"Full-service Restaurants 2009 per 1,000/pop","Full-service Restaurants 2014 per 1,000/pop",%Chg Household Food Insecurity 2010 to 2012,%Chg Household Food Insecurity 2013 to 2015,%Chg Household Food Insecurity 2010-12 to 2013-15,%Chg Household Very Low Food Insecurity 2010 to 2012,%Chg Household Very Low Food Insecurity 2013 to 2015,%Chg Household Very Low Food Insecurity 2010-12 to 2013-15
ME,26663.0,26267.0,25690.0833,24380.0833,22946.5,21781.000100000005,107734.0,109301.5702,107179.312,100839.2665,99023.1332,100243.078,37150.0,41319.0699,44366.2951,44986.3358,46814.695,93781.7332,12288.0,11916.25,11089.0,10647.75,10533.0,11099.5,6926.0,8651.0,9169.0,10553.0,11756.0,13327.0,1318301.0,1327379.0,1328188.0,1328501.0,1328302.0,1330089.0,1329328.0,1331479.0,0.02022527480446423,0.019776567775043895,0.019337646941929285,0.01835432251099524,0.017251853071486193,0.016384970526461495,0.08172185259663764,0.0822937492282719,0.08067687717209096,0.07591591859381376,0.07444850171680241,0.07540883664528242,0.02818021074094611,0.03110935341984719,0.03339575589329628,0.0338675510539019,0.035196663531538115,0.07054822677322678,0.009321088279535554,0.00897180971368511,0.008347001620623545,0.008016061106585702,0.007919018952867063,0.008349707521394268,0.005253731886723897,0.0065133851533066105,0.006901763717151887,0.007944729436528741,0.008838506295443388,0.010025366200064995,181005.0120299144,171266.4851543319,-0.05380252605365991,0.1363627208430406,0.12883688988295733,49629.63141965535,50916.33290382661,0.025926073745969284,0.03738919435945224,0.0383023098165589,14745.897710944433,15603.686080297717,0.058171322368297175,0.011109033449334692,0.011738025589092923,36744.21581495322,35490.88712213138,-0.03410955071496693,0.02768178177819087,0.026698367236777817,32047.045283601816,30369.528381288725,-0.05234544674767447,0.02414310101606385,0.022845774994048666,360.0,346.0,-0.03888888888888889,0.2730787581895182,0.2601329685457139,17.0,22.0,0.29411764705882354,0.012895385803393914,0.016540246554929784,958.0,890.0,-0.0709812108559499,0.7266929176265512,0.6691281560857958,140.0,141.0,0.007142857142857143,0.1061972948514793,0.1060079438293227,1435.1666666666665,1384.1666666666665,-0.03553594239925677,1.0802902419092395,1.0395707830665497,283.0,286.0,0.01060070671378092,0.21467024602120457,0.21528022937129893,884.0,931.0,0.053167420814479636,0.6705600617764835,0.699953161029074,1396.0,1448.0,0.03724928366762178,1.058938740090465,1.0886489550699239,11.4,9.7,-1.7,4.2,4.5,0.3
MI,243275.0,252705.0,255954.4167,254125.5833,251716.4167,244829.1667,911466.0,910341.364,907683.9267,874097.5668,860197.2911,842748.4119,282037.0,351513.9638,379452.2354,381515.522,388782.0928,399378.8805,83781.0,84934.5,82241.25,79845.75,88592.75,95673.75,59690.0,61539.0,73133.0,76198.0,82035.0,90980.0,9969727.0,9877143.0,9876187.0,9882519.0,9895622.0,9909877.0,9922576.0,9928300.0,0.02440137026821296,0.02558730408810607,0.025899714101232693,0.025680607373644627,0.025400559129038634,0.0246739522781181,0.09142336595575787,0.09217538752557033,0.0918474254084409,0.08833174577606137,0.08680201490896405,0.08493242197389064,0.028289340319950586,0.03559207250733507,0.03839630719657609,0.03855397083680035,0.03923177783134947,0.04024951590191902,0.008403540036753263,0.008599928292163767,0.00832189141250323,0.008068795473392173,0.008939843552044087,0.009642027433198799,0.005987124822976597,0.0062310484805522615,0.007400238744797758,0.007700172864323233,0.008278104763560638,0.009168989988083739,2107829.117246729,2083846.2524156575,-0.011377992947738594,0.21340473831822915,0.2100106113992634,566021.5739403879,622053.8287993716,0.09899314343959063,0.057306204227314306,0.06269075981875791,72031.13357734306,82073.27799487057,0.13941394392668843,0.007292709397580157,0.008271368039395271,504879.3749610372,505098.82996207505,0.00043466818396927935,0.05111593250811871,0.05090400214239478,278830.1219761881,276553.90329343686,-0.008163460484895609,0.028229835487467186,0.027871180154572447,2116.0,1912.0,-0.09640831758034027,0.21224252178620337,0.1929388225504716,208.0,233.0,0.1201923076923077,0.020863159041365924,0.023511896262688223,4327.0,4177.0,-0.03466605038132656,0.4340138902499536,0.421498672486046,891.0,873.0,-0.020202020202020204,0.08937055147046653,0.08809392891556575,9172.25,9226.91666666666,0.005960006178054524,0.9281287493603604,0.9293551430422793,2050.0,2077.0,0.013170731707317073,0.20562248093653918,0.21016908745634588,6283.0,6656.0,0.059366544644278214,0.6302078281581832,0.6716531395899262,6823.0,7008.0,0.027114172651326394,0.6843717987463448,0.707173257549009,13.4,14.9,1.5,5.3,6.4,1.1
MN,141598.0,131255.0,128435.9167,124744.5,121755.0833,119402.75,615043.0,631230.2529,627404.5307,608866.7146,610326.741,613739.9017,142628.0,169938.8709,179212.034,181890.8067,190638.6192,214810.4998,93422.0,95482.25,94046.25,90492.25,89161.0,93577.75,54569.0,39269.0,45958.0,45966.0,50238.0,52801.0,5266214.0,5310658.0,5344861.0,5379646.0,5420380.0,5457173.0,5489594.0,5519952.0,0.026888007209733597,0.02455723357445591,0.023874417889206835,0.02301397687984975,0.022311017682598664,0.02175074331544373,0.11679035451274863,0.11810040577294713,0.11662561638814152,0.11232915673808846,0.11183936096583341,0.11180059977113062,0.027083593640516698,0.031794815786603245,0.03331297895809501,0.033556836734693875,0.0349335854296721,0.039130489395026294,0.01773987916176593,0.017864309286995488,0.01748186590716192,0.0166948165995742,0.016338312895706256,0.017046388129978284,0.010362093146993268,0.007347057294848266,0.008542941301342134,0.008480217254140854,0.009205865381214779,0.0096183797927497,1444636.677986894,1309333.7083198528,-0.0936588221306871,0.2720259293644769,0.23851193882823626,311065.65284460294,298128.9802243315,-0.04158823869485243,0.05857384392755153,0.05430801990535757,38482.713910827064,39072.277338000706,0.015320214383522695,0.007246317482848088,0.007117516766813849,360748.402229015,326590.7044113066,-0.09468565240109916,0.06792913462494007,0.059492688240934864,184040.05260066368,167300.9135075296,-0.09095378346503322,0.03465484928622097,0.030476008518577073,936.0,964.0,0.029914529914529916,0.17773679535241066,0.17664823893250223,80.0,105.0,0.3125,0.01519117908994963,0.019240731418996612,2062.0,2026.0,-0.01745877788554801,0.3915526410434517,0.37125449385606796,440.0,464.0,0.05454545454545454,0.08355148499472297,0.0850257083658517,2946.0833333333335,3192.2499999999977,0.08355726529573079,0.547635166576636,0.5783111882132304,1160.0,1196.0,0.03103448275862069,0.22027209680426962,0.2223194611690063,3258.0,3419.0,0.04941682013505218,0.6186607684381987,0.6265148640147564,3568.0,3750.0,0.05100896860986547,0.6775265874117535,0.6871689792498791,10.6,9.9,-0.7,4.8,3.8,-1.0
MO,150145.0,145767.0,145899.8333,140820.75,138656.75,134780.3333,645262.0,646160.8534,638942.9462,610369.7711,604483.7588,603698.4298,235682.0,242192.3768,257270.8858,263351.5522,271368.5725,280756.922,62896.0,67779.25,68460.5,67817.0,65766.5,66864.75,34698.0,33520.0,27147.0,27008.0,39540.0,40411.0,5987580.0,5995715.0,6010688.0,6024522.0,6044171.0,6063589.0,6083672.0,6093000.0,0.02507607414013675,0.024251300350309316,0.02421766130159372,0.02329860455635686,0.022867108902005065,0.022154437862527764,0.10776674382638729,0.10750197870859377,0.10605703592749766,0.10098486146404528,0.09969075390828765,0.09923257364959848,0.03936181228476279,0.0402936197653247,0.042703949923330015,0.043571161735827785,0.044753787319688064,0.04614925360867582,0.010504410797016491,0.011276454542308634,0.011363640136097105,0.011220231856444829,0.010846134195441016,0.010990853879038844,0.005794995640976822,0.0055767326469116345,0.004506083636178937,0.004468437441627645,0.006520890515501628,0.006642534311514493,1330163.668024968,1321341.9782410003,-0.0066320333324590384,0.22185238424857884,0.21719480902997407,372038.6846836751,409163.38596401335,0.09978720710697975,0.062050762033164536,0.06725599045510891,47983.23182990905,52272.53302391186,0.08939166934831588,0.008002920724202042,0.00859226681252899,330123.465712512,328833.79419124866,-0.003906633896744807,0.05505989956369041,0.054051861144264295,173452.64399662265,172324.26597512543,-0.006505395337295592,0.028929434437197674,0.02832569967202792,1095.0,1064.0,-0.028310502283105023,0.1828785586163358,0.1754736345091991,110.0,138.0,0.2545454545454545,0.018371362052782593,0.02275879846077958,2762.0,2701.0,-0.022085445329471397,0.4612881999071411,0.4454457582794612,332.0,299.0,-0.09939759036144578,0.05544811092294383,0.04931072999835576,4223.500000000001,4632.750000000003,0.09689830709127542,0.7010514693115903,0.7603397341211231,721.0,697.0,-0.033287101248266296,0.120415927636875,0.11569382599980546,3964.0,4041.0,0.019424823410696266,0.6620370834293655,0.6664369897102195,4399.0,4569.0,0.03864514662423278,0.7346874697290057,0.7535141316471152,20.9,20.8,-0.1,6.9,7.9,1.0
MS,111478.0,97277.0,94772.75,91651.5,87972.5833,89449.1667,405716.0,400490.471,398653.7217,391574.134,389497.0634,384627.592,199880.0,203824.7633,207859.0435,207305.0461,206865.3961,203930.7204,38121.0,41349.5,41387.25,41517.25,41950.75,43351.5,22745.0,27456.0,28027.0,26916.0,34215.0,36528.0,2951996.0,2970072.0,2978512.0,2986450.0,2991207.0,2994079.0,2992333.0,2988726.0,0.037763601305692826,0.03265959646964659,0.03173424969445328,0.030640306739052162,0.029382185072604965,0.029892784893927247,0.13743785560685043,0.13445991521941159,0.1334874924073733,0.13090840386506183,0.13008910700085066,0.12853769684055885,0.06771011884839952,0.06843174152059821,0.06960071104488606,0.06930481444447008,0.06909149561517916,0.06815107823895268,0.01291363538432979,0.013882603125318952,0.013858343518223978,0.013879764924326535,0.014011236844452,0.014487525285454527,0.0077049562397781025,0.009218025645020063,0.009384720989803948,0.00899837423488244,0.011427554182772064,0.012207197527815253,658836.9377817392,659542.3215582058,0.0010706500137068454,0.2218252412001255,0.22041073689265392,292297.6486323408,316296.2288492082,0.08210322706719222,0.09841433090926441,0.10570221591287073,42038.86599715543,44371.63158017065,0.05549068766919328,0.01415415720465882,0.014828440410933761,168609.41308842698,168498.2635105828,-0.0006592133606793188,0.05676946992814551,0.056309997420267995,81606.55316998588,80846.8703653029,-0.009309090693986015,0.027476287837461814,0.027018005805270636,510.0,474.0,-0.07058823529411765,0.17276446174046306,0.15831245601735958,64.0,69.0,0.078125,0.021680246179195364,0.02304548410379285,1984.0,2041.0,0.028729838709677418,0.6720876315550562,0.6816787399397277,115.0,95.0,-0.17391304347826086,0.03895669235324167,0.03172928970812059,3007.333333333335,3290.4166666666674,0.09413101307913958,1.0069926947825463,1.1009428989698846,11.0,7.0,-0.36363636363636365,0.0037262923120492033,0.002343920038842104,1895.0,2112.0,0.11451187335092348,0.6419385392121127,0.7053922090900072,1559.0,1690.0,0.08402822322001283,0.5281172467713371,0.5644473642813032,16.7,15.2,-1.5,7.6,6.7,-0.9
MT,20673.0,20164.0,20457.4167,19848.4167,19227.1667,18475.5833,86652.0,87622.0784,86704.7825,84069.2796,83247.9923,81871.7488,25594.0,27569.2197,28133.8847,28155.3398,28944.1448,31311.0392,13741.0,15055.75,13511.0,13373.25,13246.0,13787.75,6711.0,7034.0,6663.0,7615.0,9232.0,9037.0,974989.0,990958.0,998199.0,1005494.0,1015165.0,1023579.0,1032949.0,1042520.0,0.021203316139976964,0.02020038088597564,0.02034563776611298,0.019551911955199404,0.018784252803154423,0.017886249272713366,0.0888748488444485,0.08778017048704717,0.08623102922543546,0.08281341417405051,0.08133030503752031,0.07926020432760959,0.02625055257033669,0.027618961449570677,0.027980161691665985,0.02773474243103338,0.028277392170023025,0.03031227988990744,0.01409349233683662,0.015082914328706,0.013437176154208776,0.013173474262804569,0.012940867290165196,0.013347948446631924,0.006883154579179868,0.007046691090654269,0.006626593495336621,0.007501243640196421,0.009019333143802285,0.00874873783700841,258991.20802719376,232301.48785345603,-0.10305261084745142,0.26135437427942837,0.22489153661357533,88724.78828972095,81930.9072658706,-0.07657252448623135,0.08953435795434413,0.07931747575714831,6971.946327315785,6551.974916566083,-0.06023732700067873,0.007035561877814988,0.006342980066359601,60345.53947635588,54930.777774741335,-0.08972927823001922,0.06089616257838968,0.053178596208274885,40394.84749091886,35874.35661908251,-0.11190761081230967,0.04076343042885658,0.03473003664177274,248.0,251.0,0.012096774193548387,0.25436184408234347,0.24521800466793478,16.0,19.0,0.1875,0.01641044155369958,0.018562319078449248,458.0,415.0,-0.09388646288209607,0.4697488894746505,0.4054401272398125,86.0,82.0,-0.046511627906976744,0.08820612335113524,0.08011106128593885,686.2499999999999,714.0833333333331,0.040558591378263405,0.6825003431149265,0.6849588816841242,221.0,201.0,-0.09049773755656108,0.22666922396047545,0.19990173984131182,720.0,703.0,-0.02361111111111111,0.7384698699164811,0.6868058059026221,1011.0,1078.0,0.06627101879327399,1.0369347756743923,1.053167366661489,14.1,12.2,-1.9,5.6,5.6,0.0
NC,275039.0,266478.0,269334.6666,264754.8333,255671.75,248859.75,961612.0,948653.482,942745.4153,906460.386,889937.3127,903945.9427,367089.0,382095.4093,405295.2175,419976.1477,432595.2295,455912.3816,127404.0,120112.5,116996.0,115084.0,119813.5,124403.75,53067.0,74559.0,92476.0,98255.0,109853.0,63123.0,9380884.0,9560234.0,9656401.0,9748364.0,9848060.0,9943964.0,10042802.0,10146788.0,0.029319091889421084,0.027595995650967684,0.027628704324130695,0.02688395819075026,0.025711250563658517,0.024779912020569558,0.10250761015699586,0.09824089554690199,0.09670806458396507,0.09204456370087104,0.08949522672246199,0.09000933630873137,0.03913159996435304,0.0395691323610111,0.0415757164484215,0.04264557158465728,0.04350329803084565,0.04539693021927546,0.013581236054086161,0.012438640441713222,0.012001603551118937,0.011685956421873953,0.012048867031296574,0.012387354644649969,0.005656929560156591,0.007721199647777676,0.009486309702838343,0.009977091934858236,0.011047204112967425,0.006285397242721703,1851518.2352327784,1759416.3030508335,-0.04974400490868809,0.19366871514157272,0.17519177447198836,622382.1063035228,642652.3450410557,0.03256880063265748,0.06510113730516667,0.06399133877587707,104728.03593973696,104385.61381671429,-0.0032696318607531843,0.010954547340550133,0.010394072671821498,458553.9304538856,431480.9353487515,-0.0590399368692287,0.047964718275084646,0.04296419817385143,226360.2058518784,216332.4977513376,-0.044299783448255706,0.023677266252256836,0.021541049773891548,1785.0,1862.0,0.043137254901960784,0.19028057483708358,0.18724927000942482,156.0,185.0,0.1858974358974359,0.016629562842904785,0.018604250779668954,4899.0,4832.0,-0.013676260461318637,0.5222322331242983,0.48592291766140744,514.0,484.0,-0.058365758754863814,0.05479227757213499,0.0486727425803231,7836.666666666669,8974.749999999998,0.14522543598468682,0.8038955733153449,0.8844917228979257,1849.0,1929.0,0.04326663061114116,0.19710295959314708,0.19787935698749043,6630.0,7355.0,0.10935143288084465,0.7067564208234534,0.7396446728890008,7004.0,7298.0,0.04197601370645346,0.7466247317416994,0.7339125523785082,16.6,14.2,-2.4,6.7,5.6,-1.1
ND,14573.0,14068.0,13661.4167,13273.4167,12814.0833,12414.9167,80924.0,83483.7588,85078.1493,87065.2044,89194.4145,90355.0282,20233.0,21953.9734,23291.7416,23805.1061,23946.7817,24947.7406,16511.0,16612.0,16240.0,16817.5,16921.25,17744.25,2122.0,2659.0,2184.0,2454.0,2497.0,3997.0,646844.0,674629.0,683932.0,701345.0,723393.0,739482.0,756927.0,757952.0,0.022529388848006628,0.0205692963627963,0.019478882290456193,0.01834883210094651,0.0173284587048772,0.01640173583449923,0.1251058987947635,0.12206441400607078,0.12130713029963856,0.12035671398534407,0.120617424764903,0.11937086165508695,0.03127956663430441,0.032099643531813105,0.033210105725427576,0.03290757043543413,0.03238318403963856,0.03295924256896636,0.025525474457519896,0.02428896439996959,0.023155508344680577,0.023248082301045213,0.0228825718543521,0.02344248520663155,0.0032805436859582836,0.003887813408350538,0.003114016639457043,0.0033923468985738044,0.0033766880059284744,0.0052805620621275235,206150.15639951537,175932.85160491374,-0.14657910196313909,0.30557559251012834,0.23243040822287186,60359.895293392976,47322.129196708935,-0.2160004757018053,0.08947124314755663,0.06251874909563133,3944.303843785155,3350.6049790758166,-0.15052057047907214,0.0058466265811062896,0.004426589326415647,47390.41417473218,40367.771355889905,-0.14818698973486993,0.07024663062917867,0.053331128835264044,33027.440517471936,27855.97220598177,-0.15658095905901018,0.04895644942252992,0.03680139855756469,178.0,175.0,-0.016853932584269662,0.2751822696044177,0.2366521429865771,14.0,16.0,0.14285714285714285,0.021643549294729485,0.021636767358772763,319.0,344.0,0.07836990595611286,0.493163730358479,0.4651904982136144,58.0,54.0,-0.06896551724137931,0.08966613279245073,0.07302408983585808,426.25000000000017,430.66666666666674,0.010361681329423039,0.6077608024581342,0.5681978102395228,204.0,191.0,-0.06372549019607843,0.3153774325803439,0.27233387277302895,382.0,456.0,0.193717277486911,0.5905597021847616,0.6166478697250237,546.0,560.0,0.02564102564102564,0.8440984224944499,0.7572868575570467,13.2,14.1,0.9,5.0,4.9,-0.1
NE,45585.0,43563.0,42726.9167,40151.25,39211.0833,37600.8334,243466.0,250190.3392,251186.0242,243119.861,242273.1631,241037.037,58000.0,63594.3905,66640.6568,66556.2747,68913.2207,70327.2204,41074.0,43891.5,44632.5,45304.5,45392.0,44737.0,8333.0,10565.0,9836.0,9879.0,9635.0,12177.0,1796619.0,1830141.0,1842641.0,1855350.0,1868516.0,1881503.0,1896190.0,1907116.0,0.025372658309858683,0.0236416100586061,0.023029033174333684,0.0214883094391485,0.020840298048953414,0.019829676034574598,0.13551342827833837,0.13577812455057714,0.13538471134826313,0.13011387700185603,0.12876575966129206,0.12711650045617792,0.03228286019462112,0.034512631869148686,0.035918105370954266,0.035619858058480634,0.03662668659045455,0.03708869912825192,0.022861831028170135,0.023819886782069866,0.024056108011965397,0.024246246754108608,0.024125393369024657,0.023593099847589113,0.0046381564483065135,0.005733618214291335,0.005301425607028324,0.005287083439478174,0.0051209059990869,0.006421824817133304,421318.35752865917,343341.5207963936,-0.18507818455776961,0.23021087311232258,0.18106915488236602,119055.41080679659,103099.24358893147,-0.13402303271842744,0.065052589285086,0.054371789530021496,8838.410699474478,7993.204214155727,-0.09562878599531545,0.004829360524393737,0.0042154025778828735,107940.62278162494,86629.91956594301,-0.19742987085404995,0.058979402560581366,0.04568630757779706,63934.68682705373,52282.15864995134,-0.1822567491199732,0.034934295678340485,0.027572215152464333,430.0,429.0,-0.002325581395348837,0.23933844627046694,0.22800920328056878,39.0,44.0,0.1282051282051282,0.02170744047569351,0.02338555931082757,820.0,819.0,-0.0012195121951219512,0.45641285102740203,0.43529029717199497,137.0,119.0,-0.13138686131386862,0.07625434218384644,0.06324730813610183,969.4166666666667,1136.499999999999,0.17235450872517735,0.5224980012755904,0.5959259950627015,440.0,419.0,-0.04772727272727273,0.24490445664884988,0.22583340070606625,1228.0,1346.0,0.09609120521172639,0.6835060744654264,0.7153855189175888,1325.0,1450.0,0.09433962264150944,0.7374963751357411,0.7706604772886357,17.0,15.9,-1.1,5.5,6.2,0.7
NH,18362.0,17048.0,16299.3333,15679.0833,14735.9167,14704.5,110811.0,107790.3632,104545.9667,97395.7809,91812.058,88737.1449,22006.0,24511.3269,24251.4683,22496.9435,22111.7104,20577.0107,7092.0,9147.5,7979.0,8689.25,9271.5,9103.75,4418.0,5321.0,4948.0,14659.0,16434.0,15304.0,1324575.0,1316807.0,1318194.0,1321617.0,1323459.0,1326813.0,1330608.0,1334795.0,0.013862559688956836,0.012932845999905932,0.012332872004521734,0.01184704875632717,0.011106249863394464,0.011050963168716857,0.08365777702281864,0.08177124398988313,0.0791045868054058,0.07359183843247127,0.0691974362626836,0.06668917134122146,0.01661363078723364,0.018594627877232033,0.018349845908459107,0.016998594969696832,0.016665280186431698,0.015464367191539506,0.005354170205537625,0.006939418628820948,0.006037301275634318,0.0065655603989243335,0.006987797074644279,0.006841797133340548,0.0033354094709623842,0.004036583386056984,0.0037438985727332504,0.011076278146886304,0.012386070983627685,0.011501509084568859,335279.39081943966,342734.17742207355,0.02223455066657696,0.25461543781240503,0.25757712070126854,55080.60432763119,65433.88688639505,0.18796603060453593,0.041828912154652266,0.04917593076728462,11479.041250468717,11755.258020043122,0.024062703804912808,0.008717330064670615,0.008834501235557821,76147.35618958078,77399.52715525178,0.016444050434968813,0.057827271718316184,0.05816854186601297,44776.05749951309,45645.98746872338,0.019428462839091047,0.03400350810674084,0.03430460922279393,259.0,246.0,-0.05019305019305019,0.19553441669969612,0.1854066850415243,22.0,25.0,0.13636363636363635,0.01660910103240662,0.018842142788772796,737.0,701.0,-0.048846675712347354,0.5564048845856218,0.5283336837971891,128.0,117.0,-0.0859375,0.09663476964309306,0.08818122825145668,945.4166666666666,977.6666666666666,0.03411194358748348,0.7153484456288521,0.7324470549160482,258.0,223.0,-0.13565891472868216,0.19477945756185946,0.1687326963863207,1039.0,1017.0,-0.021174205967276226,0.7844025442122945,0.7664983686472773,1212.0,1298.0,0.07095709570957096,0.9150104750580375,0.9782840535930835,13.4,14.8,1.4,5.0,5.6,0.6
NJ,169078.0,168467.0,172333.0833,167872.5,163049.1667,161664.4167,705558.0,727544.0489,729252.4272,694174.997,688976.8668,695655.2799,172440.0,189691.8375,218062.4476,242577.8497,273403.452,302616.6846,73884.0,74034.0,75913.25,79690.25,79311.75,83352.0,50078.0,51279.0,52652.0,59505.0,53096.0,48516.0,8707739.0,8799593.0,8821155.0,8867749.0,8899339.0,8938175.0,8958013.0,8944469.0,0.019416980688098252,0.019098065956215483,0.01943368980109834,0.01886347963595948,0.018241885698143077,0.018046905792612714,0.08102654431879504,0.08247718681963984,0.08223647593092678,0.0780029839294806,0.07708249914551908,0.0776573197538338,0.019803074024152538,0.021504195028882272,0.02459050742189478,0.02725796260823416,0.030588285863724977,0.03378167508799105,0.008484866163305998,0.00839277849669346,0.008560599764382145,0.008954625731191946,0.008873371801290532,0.009304742022589161,0.005750976229305908,0.005813184327902639,0.005937470715510779,0.006686451656690458,0.005940362546045474,0.005415933198578748,2210129.618731893,1990449.2196310614,-0.09939706578244846,0.25116270931302087,0.22219762570461346,321812.4483697348,320504.56107749994,-0.004064128963501802,0.03657128782771371,0.03577853270334615,51902.4402543527,47206.85020753434,-0.09046954293106814,0.00589827736968661,0.005269790321529378,520894.68529950734,466858.2375804666,-0.10373775975074599,0.05919531565829321,0.05211627149686729,330940.833791305,300140.17271186505,-0.09306999298510021,0.03760865233100043,0.03350521736370164,2486.0,2644.0,0.06355591311343524,0.2854931687777964,0.29580982695013247,51.0,70.0,0.37254901960784315,0.005856859053768149,0.007831576356470981,2128.0,2301.0,0.081296992481203,0.24438031502781607,0.25743510280342463,1182.0,1152.0,-0.025380710659898477,0.13574132159909708,0.12888537089506527,5726.750000000001,5681.250000000001,-0.007945169598812588,0.6457952294319563,0.6351690636973533,815.0,859.0,0.053987730061349694,0.09359490448668707,0.09686787481242422,6375.0,6655.0,0.04392156862745098,0.7321073817210185,0.7445591521759196,6253.0,7398.0,0.18311210618902926,0.7180968561414163,0.8276857412167473,9.9,10.1,0.2,4.3,4.3,0.0
